img_paths,labels,pred_labels
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_37a_16.jpg,皆被其害朕雖罄家所有以奉事之冀其免禍而,皆被其害朕雖鍪索所有以奉事之龔甘冤而謂
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_2a_10.jpg,有娠而見踈及生婆列上皇不之認年長,有娠而見踈及生婆列上皇不之認年長
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_12a_5.jpg,邕州蘇緘固守不下我軍攻之四十餘日囊土傳,邕州蘇緘固守不下我軍攻之四十餘日囊土催
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_35b_8.jpg,武百官誓于昇龍城之南門左街二十五日偽,式百官警于昇龍城之南門差衛二十五日偽
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_68a_15.jpg,即延入軍中謂人曰聖上方責恩主而擯之于外,即延入軍中謂人曰聖上方責恩主而檳之于外
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_36b_14.jpg,德二十八年正月聖宗崩於是即皇帝位改,德二十八年正月聖宗崩於是即皇帝位改
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_83b_7.jpg,冬十二月時莫登庸簒位三年自以年老乃以,冬十二月時莫登庸篡位三年自以年老乃以
Tale of Kieu 1866/page019b_2.jpg,黎文休曰神宗以宗室之子仁宗育爲子使繼,黎文休曰神宗以宗室之子仁宗育爲子使繁
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_11a_14.jpg,薦賢不以私恩太后不用其言李氏之不幸也,薦寶不以私恩太后不用其言李氏之不幸也
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_23b_2.jpg,下之時忍為曷可勝言患失無所不至十載養,下之時忍為昌可勝言患失無所不至十載養
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_17a_12.jpg,月有食太史裴時亨密奏隐之不救都知左,月有食太師中格時亨密奏隱之不救都知左
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_67a_6.jpg,四州置升華路安撫使副以轄之其原頭為新,四州置升華路安撫使副以轄之其原頭為新
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_30b_10.jpg,之更拙死期将至足以滅身𦕈視不明𭛁有逸口,之更構死輔將至足以滅身聀視不明𤼵卒口
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_2a_2.jpg,於此為狗彘之行後黨文憲𨺻國父上宰以叛,於此為狗彘之行後黨文憲陷國父上宰以叛
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_10b_16.jpg,持禄保身者有之未有其志道德以致君澤民,持祿保身者有之未有其志道德以𦤶君澤民
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_10a_13.jpg,春正月二十六日月有食之,春正月二十六日月食之
Luc Van Tien/nlvnpf-0059-101_17.jpg,史臣吳士連曰湯遇旱熯之災以六事自責而,史臣吳士連曰湯遇旱熯之災以六事自責而
Tale of Kieu 1872/page70b_3.jpg,臣之進言不諄勤不激切則無以助人君納,臣之進言不諱勤不敵切則無以助人君納
DVSKTT-1 Quyen thu/DVSKTT_thu_VII_1a_1.jpg,帝安帝凣五世共八十二年惟明帝時南陽人李,帝安帝凡五世共八十二年惟明帝時南陽人李
Tale of Kieu 1872/page56a_19.jpg,五日旨揮文武官員諸人所進之賢所上之言,五日旨揮文武官員諸人所薦之賢所上之言
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_38a_4.jpg,以通㱕路政等見書遣陳德二池告琴彭使之,以通歸路改等見書遣陳德二馳告琴彭使之
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_34b_0.jpg,觀其帝之神武不殺即天地之心也秋豪無犯,觀莫帝之神武不殺即天地之心也秋毫無犯
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_14a_3.jpg,人並斬之于都市夏四月占城王子地婆,人並斬之于都市夏四月占城王子地夢
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_47b_10.jpg,先陳言免其連坐若隱不以聞罪亦如之八,先陳言免其灘坐若隐不以聞罪亦如之八
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_12a_7.jpg,人忠彦年十六時號神童其試法先以醫國篇穆,人忠彦年十六時號神章其試法先以醫國篇屬
Tale of Kieu 1866/page066a_13.jpg,兵大擊于海門外逐之而還自是莫兵不敢復,兵大擊于海門外遂之而還自是莫兵不敢復
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_63a_7.jpg,以精銳二十萬期以令年八月分道進兵聲罪,以精銳二十萬其子奔拜入月分道運兵聲罪
Tale of Kieu 1872/page28b_12.jpg,史臣吳士連曰帝之戰勝攻取斬占城主以雪,史臣吳士連曰帝之戰勝攻取斬占城主以雪
Luc Van Tien/nlvnpf-0059-074_15.jpg,明人以甲午十二月十二日渡江又以丁未十二月十二,明人以甲午十二日上日渡江又以未上二月二
Tale of Kieu 1871/page055_6.jpg,常授帝官職以誘之帝不屈慨然有󰰻亂之志,常授帝官職以誘之帝不屈候然有󰰻觀之志
Tale of Kieu 1872/page33a_6.jpg,肅宗即帝位帝深憾之至是以姜种阮汝爲謀,肃宗即帝位帝深憾之至是以姜科阮汝為謀
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_14b_15.jpg,以爲䏻帝曰百戦百勝非計之善者也彼乘輕,以為䏻帝曰百戰百勝非計之善者也彼秉輕
Tale of Kieu 1872/page26a_16.jpg,物以為心復齊襄死國之讐法春秋行師而仗,物以為心復齊㐮死國之譬法春秋行師而伏
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_1a_1.jpg,賜五品以上宴許士女觀逰於城之南門日以,賜五品以上宴許士女觀遊於城之南門日以
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_86b_8.jpg,邑慤自奮請從軍宋帝以慤爲振武將軍和之遣,邑繼自奮請從軍家帝以懲爲振武將軍和之遺
Tale of Kieu 1871/page065_10.jpg,然後免父母之𢙇故古者居父母䘮以三年爲,然災免父母之𢙇故士者居父母䘮以三年為
Tale of Kieu 1872/page64a_13.jpg,十二月朔以入内司馬行軍總管黎魁為入内,十二月朔以入内司馬行軍總管黎魁為入内
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_58a_5.jpg,月大赦以敬天乾德二殿方成故也國子監祭,月大赦以敬天乾德二殿方成故也國子監祭
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_67b_8.jpg,自是交州始有蠻患也是年五月蠻來寇式却之,自是交州始有蛮患也是年五月蛮來㓂式其之
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_67b_1.jpg,胷中有籒文群臣辨之成一天永聖四字帝幸,背中有籒文群臣辨之成一天永聖四字帝幸
Luc Van Tien/nlvnpf-0059-009_3.jpg,陽城門名庸於萬春城門並斬之名欣以前日有,陽城門名騎於萬春城門並斬之名欣以前日有
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_16a_17.jpg,又封華英南蟠王凡三國以霸縻之初七日以,又封諱廷南躡王兄三國以議靡之初七日以
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_7a_9.jpg,賊兵數百餘人振郡公阮公乃阮有僚之舅也,兵數百餘人振郡公阮公乃阮有辭之属也
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_19b_1.jpg,造百寳千歲殿于大雲山其柱裝之以金銀爲視,造百寶千歲殿于大雲山其柱為之以金銀爲視
Tale of Kieu 1872/page55b_7.jpg,知春秋之義必冡首惡之名為人臣而不知春,知春秋之義必𫎇首惡之名為人臣而不知春
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_23a_3.jpg,家小被驅而汝等之妻孥亦為他人之所虜不惟,家小被驅而汝等之妻孥亦為他人之所虜不惟
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_15a_2.jpg,爲不可一日同作以舒人力户部左侍郎阮,焉不可一日同作以舒人力九品左侍郎阮
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_24a_1.jpg,則擇宗室賢䏻有道藝通詩書者為之夏五月,則擇宗室賢䏻有道藝通詩書者為之夏五月
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_25b_6.jpg,以慰祖宗之靈紓神人之憤其於政治方覩惟,以慰祖宗之露緒神人之憤其於政治方覩惟
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_30b_7.jpg,也何則𫎇韃乃不共戴天之讐汝等既恬然不以,也何則家䌫乃不共戴天之讐攻等既悟然不以
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_3b_7.jpg,猶公然自恣招納富人入宫為之其後國人效,猶公然自忍招納富人入宫為之其後國人效
Tale of Kieu 1866/page013a_23.jpg,擾之遂使後世襲為故事踵而行之其失大矣,擾之遂使後世襲為故事踵而行之其失大矣
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_48a_8.jpg,二月以誕日爲承天聖節占城來貢冬十,二月以誕日為承天聖節占城來貢冬十月
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_30a_5.jpg,且曰業已成事強娶之是日以後天作滔雨日,且曰業以成事強娶之是日以後天作滛雨日
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_25b_3.jpg,富良以計就之使妻迎降首服曰大王權重兵,富良以計麗之使妻迎降首服曰大王權重兵
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_1a_3.jpg,二十一日群臣進朝拜賀下昭曰自古南越帝王,二十一日群臣進朝拜賀下詔曰自古南越帝王
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_51b_0.jpg,太祖高皇帝已起義兵故不以属明書正國統,太祖髙皇帝已起義兵故不以属明書正國統
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_6b_8.jpg,已經祖宗理判者不得復論奏爲者罪之六月,已經祖宗理判者不得復論奏遠者罪之六月
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_19b_0.jpg,冬十月帝聞明人欲至設伏俸津以待斬馘無,冬十月帝聞明人欲至議伏俸津澤以待斬馘
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_32b_4.jpg,十日誕生順天元年三月册封梁郡公二年,十日誕生順天元年三月册封寨郡公二年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_7b_3.jpg,帝自位年方六歲黎桓攝政行周公居攝之事自,帝嗣位年方六歲黎桓攝政行周公居攝之事自
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_40a_1.jpg,氏子孫重興之兵由是明人多遣使過鎮南交,氏子孫重興之兵由是明人多遣使過鎮南文
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_36a_3.jpg,中不得結會三五人話談非議違者罪之諸犯徃,中不得滛會三五人詰談非議違者罪之諸犯徃
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_49a_6.jpg,一每年甲子之下分註止書曆代繼正統者其餘,一每年甲子之下分註止書歷代繼正統君其餘
Luc Van Tien/nlvnpf-0059-077_8.jpg,寡王政之所恤今惠及軍民而彼不預彼非天,寡王政之所恤今惠及軍民而彼不預彼非天
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_74a_0.jpg,之而不辨其人輔急乘小船遁明軍半潰燒毀,之而不辨其人輔㥯乘小船遁明軍半潰燒數
Tale of Kieu 1866/page011b_7.jpg,潘僚告賊以國之彊弱雖免死於一時而我,潘僚告城以國之疆覇難免死於一時而我
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_6a_4.jpg,率水軍十五萬繼進深入其地不失其時上以繼,率水軍十五萬繁進深入其地不失其時上以󰱥
Tale of Kieu 1871/page110_18.jpg,以貶降罪之承憲二司一體公同撿察方許入,以貶降罪之承憲二司一體公同檢察方許入
Tale of Kieu 1866/page018a_5.jpg,先是帝於亂離之際失一幼女年方九歲明内,先是帝扵亂離之際失一幼女年方九歲明内
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_45a_1.jpg,事山林園苑川澤之禁秋七月以武惟志爲,事山林國上謀之禁秋七月以武惟志為
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_15b_14.jpg,行廢丁皇之子而降為衛王則無君臣之󰒂生,行廢丁皇之子而降為衞王則無君臣之󰒂生
Tale of Kieu 1872/page80b_18.jpg,冬十月登庸以承平之後制度稍弛意欲更張,冬十月登庸以承平之後制度稍魏意欲更張
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_36b_11.jpg,旬月之間郡縣響應兵至數萬餘人乃與部將,詞月之間郡縣響應兵至數萬餘人乃𭁈部将
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_37b_1.jpg,以為己子至是太后謂群臣曰昱嫡長不得位且,以為已子至是太后謂群臣曰昱病長不得位且
Tale of Kieu 1871/page064_21.jpg,父母故自天子至於󰱃人雖貴賎不同而三年,父母故自天子至於庶人離貴賤不同而三年
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_37b_0.jpg,柄教習以為他日之用詔三品奉御立容都并充,柄教習以為他日之用詔三品奉御史容都元
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_20b_5.jpg,地方未平故也夏五月明詔曰綂理之道所,地方未平故也夏五月明詔曰統理之道所
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_14b_0.jpg,二月初五日茶全令弟尸耐及大臣六人將兵象,二月初五日茶全令弟衙及大臣六人将兵象五
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_1a_0.jpg,大會諸將文武臣僚定功行賞眎功之高下定爲等級,大會諸将又武臣僚定功行賞視攻南定爲陽陵
Tale of Kieu 1871/page037_20.jpg,食二十五日帝崩于正寝廟號裕宗臨崩之日,食二十五日帝崩于正寝廟號裕宗臨崩之日
Luc Van Tien/nlvnpf-0059-077_18.jpg,告之曰如有北兵來揭黃旗題内官某人姓名,告之曰如有北兵來揭黄旗題内官某人姓名
Luc Van Tien/nlvnpf-0059-085_8.jpg,人耳未曾見此兵事聞大王之兵所至驚惶悚,人耳未曾見此兵事聞大王之兵所至驚惶縁
Tale of Kieu 1872/page22b_18.jpg,大定之功故曰謹天戒盡人事回天变之道也,大定之功故曰謹天戒󰔦人事回天变之道也
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_55a_0.jpg,帝以六條諭将校軍人凣爲臣子事軍盡忠莫,帝以六條諭将校軍人凣爲臣子事君盡忠莫
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_1a_13.jpg,夫人令自引分帝知而止之太后加毒于夫人之飲,夫人令自引分帝知而止之太后加毒主大火飲
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_10a_1.jpg,史臣吳士連曰夫人義不受辱從一而終以全,史臣吳士連曰夫人義不受辱從一而終以全
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_41b_0.jpg,卿等外承之旨揮天下卜筮道釋之人今後不,卿等外承之旨揮天下下下印盗著釋之人今
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_74a_8.jpg,其始終之為愈孟子曰遵先王之法而過也未,其始終之為愈孟子曰遵先王之法而遇也未
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_25b_19.jpg,一隻即三十五人以上許二十爲首捕二十爲,一隻即三十五人以上許二十為首捕二十為
Tale of Kieu 1866/page011a_16.jpg,世世以父傳子曰父道世主皆號雄王時山麓之,世世以父晋子曰父道世至皆境維王時山簾之
Tale of Kieu 1871/page118_16.jpg,殺之夏四月朔明詔遍求陳氏子孫立為國,殿之夏四月朔明詔阮瑡求陳氏子孫立爲國
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_38b_0.jpg,天下板蕩軍國之柄自己出以父言告家奴野象,天而板蕩軍國之柄自已出以父言告家奴呼象
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_1a_13.jpg,史臣吳士連曰以覇術觀之後南帝之攻趙越,史臣吳士連曰以開衛觀之後南帝之攻趙越
DVSKTT-1 Quyen thu/DVSKTT_thu_VII_16a_4.jpg,月望月有食之六月順廣太尉端國公阮黄,月望月有食之六月順廣太尉端國公阮黄
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_43b_3.jpg,言之其事君者必犯顔其出處也則以義造就,言之其事君者必犯顔其出處也則以義造就
Tale of Kieu 1871/page039_9.jpg,心一生而國隨以亡祥瑞之事果何益㢤趙武,心一生而國隨以亡祥瑞之事果何益哉趙武
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_37b_1.jpg,亦計窮而靣縛二十餘年之乱一旦削平山河,亦計窮而靣縛二十餘年之乱一旦削平山洞
Tale of Kieu 1871/page132_11.jpg,冬十月十一日勑旨開國功臣子孫係順天年,冬十月十一日勑旨歸國功臣子孫係順天年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_17a_8.jpg,自服臣竊疑之朞月而文慶果得上皇由是嘉直,自服臣竊疑之朞月而文󰆑弘得上皇由是嘉有
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_16b_6.jpg,三從之訓夫然後禍無由至哀王年少不能防,三從之訓夫然後禍無由至哀王年少不能防
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_48a_4.jpg,帝命行遣杜子平禦之官軍自潰賊遂犯京師,帝命行遣杜子平禦之官軍自潰賊遂犯京師
Tale of Kieu 1866/page019b_19.jpg,以立功名勦除偽賊則我等之功莫大焉諸将,以立功名勦除僞賊則我等之功莫失時諸将
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_4b_3.jpg,總兵例詔曰總兵之官一方重寄不可委非其,總兵例詔曰總兵之官一方重寄不可委非其
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_42b_0.jpg,下胡為忽宗社而違其忠誠使之憂悶不朝乎,下胡爲怒宗社而違其忠誠使之憂問不朝乎
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_16a_3.jpg,歇驕二奴止之曰為此計者雖富貴一時而名醜,歇驕二奴止之曰為此計者𨿽富貴一時而名醜
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_13a_25.jpg,農噐以誘之帝亦遣臻等以金銀報而潜爲之,農噐以誘之帝亦遭疎等以金銀報而潜爲之
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_60b_6.jpg,望之心繼今應尊以不名不拜之禮其入朝特,望之心繼今應尊以不名不拜之禮具八朝特
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_68b_0.jpg,近古以來未之有也古之所謂女中堯舜太后以,后占以來末之有也古之所謂女中嘉靖太后以
Tale of Kieu 1866/page066a_17.jpg,以誅之也至於假仁義茶毒生灵則是一殘,以誅之也至於假仁義茶毒生灵則是一貢
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_63b_9.jpg,帝容貌雄偉繼体守成而天謀致有不祥之事,帝密統禪衛辭伴守成而天下要然然罸力刺
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_39b_4.jpg,獲降表一篋上皇命焚之以安反側惟向之行者,獲降表一籃上皇命焚之以安反側惟向之降者
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_1b_1.jpg,事帝特一時所爲之事者爾後之鎮乂安者遂,事帝特一時所爲之事者爾後之鎮乂母者遂
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_10b_5.jpg,以行遣而難之仍賜錢四百鏹使之自閹賜名應,以行遣而難之仍賜錢四百鏹使之自闕賜名應
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_36b_5.jpg,領又娶妾十人璤遂訴領樹黨書故殺之因以,領又娶妾十人璤遂訴領樹黨書故殺之因以
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_27a_6.jpg,其臣子效之也且婚姻不於異姓而於同姓惟,其臣子效之也且婚姻不於異姓而於同姓惟
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_86a_7.jpg,月造日光舟立弘聖大王祠先是帝以都護府,月造日光舟立弘聖大王祠先是帝以都護府
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_70a_3.jpg,也古人皆已行之矣南越王璉長且有功未聞,也古人皆已行之矣南越王璉長且有功未聞
Tale of Kieu 1872/page25a_18.jpg,其状五月十二日遂逼絞帝崩後追尊爲惠皇,其状百十二日遂逼優故帝崩後追尊為應皇
Tale of Kieu 1866/page08a_9.jpg,人來納使觧其縛撫勞之給以衣食盡放還本,人來納使觧其稱撫勞之給以衣食或攻逐不
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_11b_5.jpg,冬十月詔定天下户口朝臣諫以為民方勞苦,冬十月詔定天下户口朝臣諫以為民方勞苦
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_10b_12.jpg,八歳卧病月餘諸子為之設樵請减己壽以延久,大咸卧病月餘諸子為之設樸請城已壽以延父
Tale of Kieu 1872/page29b_13.jpg,陋之士亦勿以衒玉求售爲耻而使朕有乏才,團之士亦勿以衡王求䘮爲耻而使朕有乏才
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_38a_6.jpg,賜國姓黎蒲黎列黎考等七十二人爲中亮大夫左,賜國姓黎蒲黎列黎考等七十二人畜帝堯大夫左
Tale of Kieu 1871/page045_6.jpg,定制百日之内不衣制者降級治罪置輿人女,定制百日之内不依鄕者降級帝罪置輿人安
