img_paths,labels,pred_labels
Tale of Kieu 1871/page061_19.jpg,爫之捛𣜿朱弹昂宫,爫之招纀朱碑昂宫
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_6a_18.jpg,之也,之也
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_3b_3.jpg,春帝即皇帝位𭛁兵功長,春帝即皇帝位發兵攻長
Tale of Kieu 1872/page37a_14.jpg,從之花貸香乘,從之花客香乘
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_20a_0.jpg,己丑十二年,己丑十二年
Tale of Kieu 1871/page108_16.jpg,群之女𦑃花残,群之女𦑃花殘
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_31a_0.jpg,壬午十二年,壬午十二年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_24b_5.jpg,乙巳十二年,乙巳十二年
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_3a_8.jpg,癸丑二十年,癸丑二十年
Tale of Kieu 1872/page45b_17.jpg,𧡊埃㝵𫇰拱停𥚆之,𧡊埃㝵渃拱停覩之
Luc Van Tien/nlvnpf-0059-017_15.jpg,𠬠𠇮芒笈麻𠫾役之,𠬠𠇮𠬠蔠麻𠫾役之
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_19b_10.jpg,年正月莫荗洽年幼嗣位,正月莫荗洽年幼嗣位以
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_3a_5.jpg,撮齋資善堂之名,擬齊資善堂之名
Tale of Kieu 1872/page31a_7.jpg,扒𠳒呌渚淶之麻𠁀,扒𠳒呌渚淶之麻𠁀
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_53b_2.jpg,皮竹為笠故以名笠,󰜋竹為笠故以名
Tale of Kieu 1866/page065b_4.jpg,群之󰑼丐紅顔,群之󰑼丐紅顔
Luc Van Tien/nlvnpf-0059-012_0.jpg,物之𠬠𡮇哙󰑼,物之𠬠𡮇哙󰑼
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_44b_13.jpg,書名不得使書寫吏代書,書各不得使書寫吏代書
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_17a_24.jpg,我越之地,索藏之地
Tale of Kieu 1866/page068b_6.jpg,固才麻𢚁之才,固才麻𢚁之才
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_48a_7.jpg,起兵㨿武崖使偽寕國公,起兵㨿武建使僞寧國公
Tale of Kieu 1871/page056_7.jpg,𥐆𣈜催𠤆𨱽𠳒爫之,𥐆𣈜催渚𨱽𠳒爫之
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_19b_8.jpg,等二部如明歳貢,等二部如明歳貢
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_7b_0.jpg,戊戌六十五年,戊戌六十五年
Tale of Kieu 1872/page39b_9.jpg,爫之氷󰘚扒𪀄苦𢚸,爫之永󰘚扒𪀄苦𢚸
Tale of Kieu 1871/page078_12.jpg,牢𫽄別意思之,牢極別意思之
Tale of Kieu 1866/page039b_12.jpg,牢𫽄別意思之,牢𫽄別意思之
Luc Van Tien/nlvnpf-0059-033_16.jpg,𢧚庒𡮇分之麻,𢧚庒𡮇分之麻
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_I_5b_11.jpg,在位五十年,在位五十年
Tale of Kieu 1872/page56b_5.jpg,補之󰠩𡊱𪀄篭麻制,補之󰠩𡊱𪀄篭麻制
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_39b_16.jpg,疾即治之盖,疾即治之竟
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_14a_10.jpg,十二年,十二年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_10b_9.jpg,二十二年,二十二年
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_11b_17.jpg,卯十一年漢,乙卯十一年
Luc Van Tien/nlvnpf-0059-012_11.jpg,芇埃𠹾𥙩𧵑埃爫之,芇埃𠹾𥙩𧵑埃爫吏
Tale of Kieu 1872/page07b_4.jpg,㨿之陳濁更𣅘,攎之陳濁更𣅘
Luc Van Tien/nlvnpf-0059-082_4.jpg,爫之舌分紅顔,爫之苦分紅顔
Tale of Kieu 1871/page064_14.jpg,計之仍浽育塘,計之仍浽首塘
Tale of Kieu 1872/page79a_10.jpg,緣箕固負之𠇮,緣箕固負之𠇮
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_18b_9.jpg,壬子元豊二年,壬子元豊二年
Tale of Kieu 1866/page030b_10.jpg,分停之敢呌寃,分停之敢呌寃
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_80a_5.jpg,施實惠從之,施實惠從之
Tale of Kieu 1866/page024b_16.jpg,仍碎固詫之碎,仍碎固詫之碎
Tale of Kieu 1872/page08b_1.jpg,渃吟𥪝勿体之女󰠲,渃吟𤄯勿体𪟽女𠸜
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_30a_5.jpg,珥河之西矣,珥河之西矣
Tale of Kieu 1871/page040_2.jpg,翹群魚謹別之,翹群梟謹別之
Tale of Kieu 1872/page40a_8.jpg,計之仍浽肓塘,計之仍浽旨塘
DVSKTT-1 Quyen thu/DVSKTT_thu_VI_3b_3.jpg,太平凣十二,太平凣十二
Tale of Kieu 1872/page55a_7.jpg,闭除𣾼𣷭𦋦𣾺管之,闭除𣾼𣷭𦋦𣾺管之
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_14a_10.jpg,武昇平至仁廣孝皇帝,武昇平至仁廣孝皇帝
Tale of Kieu 1871/page063_19.jpg,爫之氷𬑉扒𪀄苦𢚸,爫之氷𬑉扒𪀄苦𢚸
Tale of Kieu 1872/page23a_7.jpg,傷之旦玉惜之旦香,傷之旦玉惜之旦香
Tale of Kieu 1872/page37b_8.jpg,分仃之敢呌寃,分仃仃敢呌寃
Luc Van Tien/nlvnpf-0059-050_12.jpg,仙浪翁𥙩之餒,㤕浪翁𥙩之餒
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_34a_23.jpg,宋恭帝顯德祐元年,宋恭帝顯德祐元年
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_11a_8.jpg,明萬曆十年,明萬曆十年
DVSKTT-1 Quyen thu/DVSKTT_thu_VII_20a_6.jpg,之長欽惟,之長欽惟
Tale of Kieu 1866/page019b_0.jpg,催𡥵群呐之𡥵,催𡥵群呐之𡥵
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_27b_8.jpg,帝仍應天年號,帝仍應天元年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_39a_2.jpg,明字八月詔諸路修单數,閉字八月詔諸路修單數
Tale of Kieu 1866/page011a_10.jpg,搊之仍堛清騷,搊之仍堛清騷
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_22a_6.jpg,丁未十五年,丁未十五年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_36a_0.jpg,乎何有况其下者乎,乎何有况其下者乎
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_42b_3.jpg,春正月朔改元閲定内,春正月朔改元閲定
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_31b_5.jpg,戊寅十一年,戊寅十一年
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_89b_0.jpg,癸酉十一年,癸酉十一年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_7a_1.jpg,庚午十一年,庚午十一年
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_26a_2.jpg,己巳十一年,已上十一年
Tale of Kieu 1871/page003_15.jpg,𠮿嗃外𨷶劎之燕鸚,𠮿嗃外𨷶劍之燕鸚
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_20b_0.jpg,丙午十一年,丙午十一年
DVSKTT-1 Quyen thu/DVSKTT_thu_VI_6b_0.jpg,卷之七,卷之七
Tale of Kieu 1866/page02b_12.jpg,負旁之貝化工,負󰠃之貝化工
Luc Van Tien/nlvnpf-0059-036_0.jpg,𠰌之拱𬦼冲茄,味之拱覩冲茄
Tale of Kieu 1872/page13b_4.jpg,䜹浪賎技詫之,䜹浪賎技詫之
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_22a_6.jpg,庚寅十三年,庚寅十三年
Luc Van Tien/nlvnpf-0059-044_4.jpg,云仙之掣浽愁,云仙之掣浽愁
Tale of Kieu 1871/page028_20.jpg,尾之󰜋󰌵紅顔,花之󰜋𬌓紅顔
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_15a_13.jpg,丁未十六年,丁未十六年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_9a_10.jpg,壬戌十三年,時城十三年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_1a_18.jpg,春正月真登州牧黎,春正月真登州牧黎
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_20b_0.jpg,亨黎廷肃等同進士出身,時黎廷酣等同進士出身
Tale of Kieu 1872/page10b_0.jpg,𡭧之𠴍咘𠬠𠄩,𡭧之𠴍唏𠬠紅
Tale of Kieu 1872/page04a_4.jpg,負旁之闭化工,負󰠃之闭化工
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_37b_8.jpg,封帝爲交趾郡王,封帝為交趾郡王
Tale of Kieu 1872/page26b_0.jpg,傕时傕固惜之,催𦝄能𫴋惜之
DVSKTT-1 Quyen thu/DVSKTT_thu_VI_3a_7.jpg,前吳王在位六年,前吳王在位六年
Tale of Kieu 1871/page023_20.jpg,翁絲恄補之饒,翁絲倍補之饒
Tale of Kieu 1866/page012a_20.jpg,翁絲恄補之饒,翁絲惜補之饒
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_24a_1.jpg,莫崇康二年明,𦾔太宗二年明仁
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_73a_6.jpg,之聲益沸騰矣,之贅景號麟矣
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_1b_20.jpg,十一年,十一年
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_9b_11.jpg,十一年,十一年
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_5b_10.jpg,十一年,十一年
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_44b_2.jpg,十一年,十一年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_30a_9.jpg,十一年,十一年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_24a_3.jpg,十一年,十一年
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XIX_30b_11.jpg,十一年,十一今
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_35a_3.jpg,十一年,十一年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_21b_0.jpg,姻誘致殺之,太誨致殺之
Tale of Kieu 1866/page011a_23.jpg,園紅之敢垠巢𫚳撑,園紅之敢垠楽𫚳撑
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_8a_4.jpg,不為辭難托故者羞哉,不為辝難托故者羞哉
Luc Van Tien/nlvnpf-0059-057_19.jpg,𫢩它𠯿𣇊庄和味之,𫢩它𠯿󰘚庄和味之
Tale of Kieu 1871/page127_2.jpg,浽𢜠翁𥙩之斤,浽𢜠翁𥙩之斤
Tale of Kieu 1871/page102_21.jpg,仍類䏧襖襊粓詫之,仍頃䏧襖襊粓詫之
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_14a_8.jpg,己巳光太二年,己巳光泰二年
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_23a_10.jpg,王諱昌文前吳王次子也,王諱昌文前吳王父子也
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_13a_4.jpg,欲討之,欲討之
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_73b_7.jpg,導擊破之,導擊破之
Tale of Kieu 1872/page64a_16.jpg,爫之抵㗂󰡲𨍦,爫之八㗂󰡲𨍦
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_I_8a_17.jpg,十三年,十二年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_4a_4.jpg,十三年,十三年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_30b_8.jpg,十三年,十三年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_25b_3.jpg,十三年,十三年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_28b_2.jpg,三十年,三十年
Luc Van Tien/nlvnpf-0059-034_16.jpg,𤻻瘼芇𧡊之󰦓,𤻻浪芇𧡊之泊
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_19b_5.jpg,明神宗崩太子光宗即,明神宗崩太子光宗即
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_IV_9b_8.jpg,擊斬之,把暫之
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_4b_15.jpg,乙酉天貺寳象二年,乙酉天貺寳象二年
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_55a_0.jpg,使清華總兵僉事阮伯佺,使青意總兵僉事阮伯佺
Tale of Kieu 1872/page14a_10.jpg,搊之仍堛簫騷,德之仍堛蒲騷
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_36b_10.jpg,甲辰十五年,中辰十五年
Tale of Kieu 1871/page133_16.jpg,𨔾𩂏𦅰纀少之,逍𩂏及纀少之
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_22b_11.jpg,春正月𭛁粟賑貧民秋七,春賜粟賑黎賑貧民秋七
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_38b_7.jpg,宋祥興二年元,宋祥興二年元
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_47a_6.jpg,漢蒼開大三年,漢蒼圍大三年
Tale of Kieu 1871/page078_11.jpg,局𢝙𢭮曲断膓󰀎之,局𢝙𢭮曲断膓衣之
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_7a_6.jpg,中元二年,中元二年
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_89b_14.jpg,春正月鑄延寧錢選補軍,春正月鑄延寧錢選補軍
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_17a_12.jpg,三月朔日食,三月朔日食
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_14b_8.jpg,開國王叛初王居長安府,関國王叛初王居長安府
Tale of Kieu 1866/page051b_0.jpg,󰞺昌劄胣掣之,惶昌劄胣掣之
Tale of Kieu 1866/page039b_11.jpg,𢭮𢝙𢭮曲断膓󰀎之,局𢝙𢭮曲断膓𧘇之
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_13a_2.jpg,諱興明王次子也,諱興明王次子也
Tale of Kieu 1872/page34a_8.jpg,𨔍之声氣󰠋恒,𨔍之声氣󰠋埋
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XII_68a_23.jpg,男之類,勇之類
Tale of Kieu 1872/page62b_6.jpg,𪮻昌劄胣掣之,𥉰昌約胣掣之
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_2a_8.jpg,莫大正七年,莫大正七年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_14b_12.jpg,丙午十五年,凶今十五年
Luc Van Tien/nlvnpf-0059-081_14.jpg,月娥別𠁂小人,月娥別𠁂小人
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_42a_5.jpg,司徒元旦知廣威鎮軍事,司徒元旦知廣威鎮軍事事
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_9b_3.jpg,癸丑十四年,癸丑十四年
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIV_33b_7.jpg,人数送户部照收大旱,人數送户部照𠬧太旱
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_44a_12.jpg,清順治十年,清順治十年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_62a_8.jpg,之聲,之弊
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_27b_0.jpg,壇殉大行皇帝,壇殉大行皇帝
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_6a_4.jpg,秋七月大水大譏,秋七月大水大饑
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_I_5a_3.jpg,讐每年大水常相攻云,天每年太宗崩攻云
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_5b_11.jpg,之瑞,之瑞
DVSKTT-1 Quyen thu/DVSKTT_thu_VI_3b_10.jpg,大行皇帝,大行皇帝
Tale of Kieu 1872/page12a_19.jpg,初󰅒人定勝天拱𡗉,初󰅒人定勝天拱𡗉
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_19b_2.jpg,丁酉十七年,丁酉十七年
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_24a_10.jpg,天策王薨王復位遣使請,天象王薨王後臣蓮使諱
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_10b_2.jpg,丁卯十八年,丁卯十八年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_12a_2.jpg,乙亥十六年,乙亥十六年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_12b_4.jpg,丁丑十八年,丁丑十八年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_9b_16.jpg,乙丑十六年,乙丑十六年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_5a_9.jpg,之,之
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_8a_1.jpg,之,之
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_16b_3.jpg,之,之
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_20b_7.jpg,之,太
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_18a_9.jpg,之,之
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_73b_10.jpg,等率子弟奔哀牢國主乍,等率子弟奔哀牢國主乍
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_11a_15.jpg,為天寕公主嫁正,為天寧公主嫁正
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_8a_6.jpg,事後坐批簿出人罪󰰾,事後坐批諱出人罪獻
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_9b_7.jpg,至八月初六,至天昌建元年
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_11a_4.jpg,十五年,十五年
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_80a_7.jpg,十五年,十五年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_3b_6.jpg,五十年,五十年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_4b_9.jpg,十五年,十五年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_18b_4.jpg,十五年,十五年
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_71b_6.jpg,正二十七,二十二年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_20b_14.jpg,十四年,十四年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_51b_6.jpg,十四年,十四年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_14b_8.jpg,夏五月大,夏五月大
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_10b_1.jpg,來貢詔開天王討演州賊,來貢詔開天王計演州賊
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_10b_9.jpg,天成宋天聖六年,元年宋天聖六年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_20b_15.jpg,夏四月雷震太廟,夏四月雷震太廟
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_9a_12.jpg,中宗武皇帝,中宗武皇帝
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_24a_10.jpg,明隆󰆑二年,明隆󰆑二年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_50a_3.jpg,漢蒼開大四年,漢茶園大四年
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_II_7b_3.jpg,秋七月晦日食,秋七月晦日食
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_18a_3.jpg,梁龍德三年唐荘宗,梁龍德三年唐乾符
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_22b_13.jpg,壬戌十七年,二戌十七年
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XV_68b_1.jpg,陵從天子皇後禮,陵從天子皇后禮
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_24a_3.jpg,已有缺數帝感泣意乃解,己有缺數帝感泣意乃解
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_2a_16.jpg,十六年,十六年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IV_5b_7.jpg,十六年,十六年
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_4b_9.jpg,莫崇康十年,莫崇康十年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_22a_14.jpg,戊戌大治元年,戊戌大治元年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_40b_4.jpg,春尊順聖保慈太上皇,春尊順聖保慈太上皇
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_11b_14.jpg,督其餘受封有差,督其餘多封有遠
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_1b_4.jpg,丙戌建中二年,丙戌建中二年
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_I_4a_1.jpg,祖封爲冲天神王,祖封爲冲天柚王
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_7b_11.jpg,壽九十年,壽九十年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_19a_3.jpg,人民而還,人民而還
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_27b_0.jpg,辛亥十九年,辛亥十九年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_60a_10.jpg,十日定諸,十日定諸
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_29b_6.jpg,十七年,十七年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_39b_3.jpg,十七年,十七年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_58b_6.jpg,十七年,十七年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_19b_4.jpg,十七年,十七年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_7a_10.jpg,十七年,十年年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_40b_7.jpg,十八年,十八年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_5a_4.jpg,十八年,十八年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_47a_7.jpg,明永樂三年,陳永明三年
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_47a_8.jpg,太原降将迪義營廉郡公,太原降将迎義魯廉都公
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_IX_15a_4.jpg,帝遭時板蕩勵志圖回天,帝遣時初黄廟志間而天
DVSKTT-1 Quyen thu/DVSKTT_thu_V_4a_5.jpg,以後我朝,以後式朝
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_19b_5.jpg,行盗為勇武威王唯,行盗為勇武威王唯
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VII_31a_14.jpg,春正月明,春正月明
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_III_8a_13.jpg,追封善感嘉應靈武大王,追封善感業應靈武大王
DVSKTT-1 Quyen thu/DVSKTT_thu_IV_1a_8.jpg,上言伏以,上言伏以
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_18a_5.jpg,是𡻕梁亡秋七月漢,是歲梁亡秋七月漢
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_9a_8.jpg,十九年,十九年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_7a_6.jpg,元年宋紹定五年,元忤宋紹定五年
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_1a_7.jpg,庚子慎德元年,庚子惧德元年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VI_32a_4.jpg,明宗皇帝,明宗皇帝
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_21b_9.jpg,設制科取士賜黎謙等,設制科取士賜黎謙等
Tale of Kieu 1872/page62a_7.jpg,及師三合本󰑼先知,及師三合本󰑼先知
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_7a_5.jpg,州人相賀亂乃定,州人相買亂乃定
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVII_47a_4.jpg,阮金為昭勳輔哲靖公,阮金爲昭劉輔菩靖公
DVSKTT-2 Ngoai ky toan thu/DVSKTT_ngoai_V_17b_2.jpg,全忠更名晃開平元年,金志更名兎開平元年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_VIII_9b_10.jpg,八十餘壽終于家,八十餘壽終于家
Tale of Kieu 1871/page121_6.jpg,事尼㐌外𨑮年,事尼㐌外𨑮年
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XIII_55b_2.jpg,受者苔五十罸錢十貫,受者答五十罸錢十貫
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVI_24a_0.jpg,丁卯十年,丁卯十年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_X_73a_10.jpg,自是朝貢不絶,丿兜朝晋晋不
DVSKTT-1 Quyen thu/DVSKTT_thu_VI_7b_4.jpg,在位二年,在位二年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_III_28b_2.jpg,戊申天順元年,戊申天順元年
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_41a_3.jpg,神宗淵皇帝下,神神宗淵皇帝下
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_6a_18.jpg,一年三,十一年
DVSKTT-4 Ban ky thuc luc/DVSKTT_ban_thuc_XI_88b_3.jpg,任申十年,壬申十年
DVSKTT-5 Ban ky tuc bien/DVSKTT_ban_tuc_XVIII_47b_13.jpg,控禦賊徒十二,壁禦賊先十二
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_II_2a_1.jpg,庚戌順天元年,庚戌順天元年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_V_50b_8.jpg,丙戌重興二年,丙戌重興二年
DVSKTT-3 Ban ky toan thu/DVSKTT_ban_toan_I_17a_13.jpg,其制曰王,其官曰王
Luc Van Tien/nlvnpf-0059-099_6.jpg,歆浪洳量大人,歆浪洳量大人
